Teff	logg	GALEX_GALEX.FUV	GALEX_GALEX.NUV	SLOAN_SDSS.u	SLOAN_SDSS.g	SLOAN_SDSS.r	SLOAN_SDSS.i	SLOAN_SDSS.z	PAN-STARRS_PS1.g	PAN-STARRS_PS1.r	PAN-STARRS_PS1.i	PAN-STARRS_PS1.z	PAN-STARRS_PS1.y	Generic_Johnson.U	Generic_Johnson.B	Generic_Johnson.V	Generic_Johnson.R	Generic_Johnson.I	2MASS_2MASS.J	2MASS_2MASS.H	2MASS_2MASS.Ks	IUE_IUE.1250-1300	IUE_IUE.1450-1500	IUE_IUE.1675-1725	IUE_IUE.2150-2200	IUE_IUE.2395-2445	IUE_IUE.2900-2950	IUE_IUE.2900-3000	INT_IPHAS.gI	INT_IPHAS.gR	INT_IPHAS.Ha	INT_WFC.RGO_u	INT_WFC.Gunn_g	INT_WFC.HeII	
4200.0	2.0	1.4359339598714606e-15	2.464421610811854e-10	3.408482411481124e-07	5.831620833769764e-06	1.7330170994725475e-05	2.544096874305821e-05	3.1869382428206117e-05	6.824313766293665e-06	1.7482768538394115e-05	2.5685078159308204e-05	3.0920630326751144e-05	3.413106935278868e-05	3.2791660212008407e-07	4.1147855585745165e-06	1.1818358682459782e-05	2.156479996134987e-05	3.0833728383920244e-05	4.331282366320138e-05	5.555177944247489e-05	4.032884494933207e-05	2.053121006792598e-20	4.909842825857895e-18	5.4422360483451684e-15	4.855584778471094e-12	7.944409529149624e-11	1.1150231018410853e-08	1.0582759386968301e-08	2.659657269682493e-05	1.766133337627975e-05	1.957201677002368e-05	3.6307419816270313e-07	6.804187980338763e-06	7.158334011880036e-06
4200.0	2.5	2.05818359789867e-15	3.5064260757302477e-10	4.0891863583808734e-07	6.115408955625641e-06	1.7524086232334414e-05	2.5968856907960746e-05	3.257612092537923e-05	7.08858525647635e-06	1.7667074024284527e-05	2.622769086130919e-05	3.1596079889201144e-05	3.503058511005718e-05	3.959415671644388e-07	4.396882183291863e-06	1.2010023446474419e-05	2.1903009224843996e-05	3.152727067033717e-05	4.395192486574452e-05	5.694799295168393e-05	4.109497245771274e-05	5.133910281926401e-20	1.1171106082603903e-17	7.981725305443061e-15	6.427533184572866e-12	1.0544294622235927e-10	1.6520427482709577e-08	1.518329525197441e-08	2.720016068379854e-05	1.785299854022614e-05	1.971053525415129e-05	4.3519119161297683e-07	7.079300342735048e-06	7.652230705274199e-06
4200.0	3.0	1.5179263763779472e-15	3.348589478145546e-10	3.9948402955681376e-07	6.04454689633726e-06	1.73651789261323e-05	2.638453745694486e-05	3.3257629124603e-05	6.993271289235484e-06	1.750656032849597e-05	2.6671159749509485e-05	3.224669931875259e-05	3.58809430774609e-05	3.878233556097234e-07	4.374024525142555e-06	1.1867648903607554e-05	2.198963932044942e-05	3.220542144305559e-05	4.479376555956437e-05	5.829610321078866e-05	4.193850196721547e-05	8.393983148289401e-20	1.9369793090045245e-17	5.763774266051115e-15	5.098554159447068e-12	9.30857401785679e-11	1.5316863554712557e-08	1.4484936767654326e-08	2.772472509382419e-05	1.7705066611300362e-05	1.9364580129962087e-05	4.2640351046767705e-07	6.992052097442997e-06	7.828396660029462e-06
4200.0	3.5	4.684775375834911e-15	5.312616635372745e-10	4.0275039883799965e-07	6.087557784579816e-06	1.7560865591177024e-05	2.6977440494480003e-05	3.4070066304092036e-05	7.021817026577179e-06	1.7670702786088356e-05	2.7290470408452074e-05	3.3035336714389414e-05	3.683505276938126e-05	3.9315174792163954e-07	4.424065563263319e-06	1.1919114781695615e-05	2.2347450149468747e-05	3.301517554328535e-05	4.5609762906718136e-05	5.921956430104029e-05	4.246182959503757e-05	3.366989776430373e-19	6.353278798253041e-17	1.8642462591940033e-14	1.274053108463975e-11	1.962839397937212e-10	1.802943458839534e-08	1.740095790046067e-08	2.8411469643108135e-05	1.788112070222951e-05	1.9693802658727006e-05	4.2996222429224345e-07	7.028155263752499e-06	8.08284427637066e-06
4200.0	4.0	5.650043352111929e-15	6.109497163130732e-10	3.975818033274062e-07	6.047681320223358e-06	1.7841267998724054e-05	2.7735007649767604e-05	3.511586634224286e-05	6.979030273502863e-06	1.79111595012189e-05	2.808162878814911e-05	3.405606343052362e-05	3.801435254961952e-05	3.891550234380277e-07	4.398245954757897e-06	1.1968272260288214e-05	2.2826563932699794e-05	3.405072394059613e-05	4.6562338470635145e-05	5.941663573248453e-05	4.263857628226256e-05	6.756733858734505e-19	1.3075160400104513e-16	2.1992498253747237e-14	1.4981517375836623e-11	2.291016758404023e-10	1.9785954134204282e-08	1.8987549360817165e-08	2.9279933122883357e-05	1.8134444635953805e-05	2.0255505487457954e-05	4.241033567157672e-07	6.9880712271047144e-06	8.204455821272217e-06
4200.0	4.5	9.59853842372209e-15	8.285649268100973e-10	3.87697025082598e-07	5.547204260684798e-06	1.7275673928583264e-05	2.7242715882371193e-05	3.473908647377124e-05	6.432526212711021e-06	1.7312217989893497e-05	2.7599322965669797e-05	3.366857704294383e-05	3.769601781372392e-05	3.7844552608025105e-07	4.0079218918248255e-06	1.1323826795906072e-05	2.229507954404554e-05	3.364942856016835e-05	4.549750743396436e-05	5.6485929564506666e-05	4.0968525447142514e-05	1.7074480292250345e-18	3.439860834664566e-16	3.648126646058538e-14	2.288029260136978e-11	3.401725637612635e-10	2.3685245629563298e-08	2.3130285213628612e-08	2.8820227083718432e-05	1.7531016194092578e-05	2.0169904249844967e-05	4.125888555746293e-07	6.431702407064841e-06	7.456026141813765e-06
4200.0	5.0	2.766741687515183e-14	1.3998358462504667e-09	4.4455317110598135e-07	5.569934063780411e-06	1.7816796308052206e-05	2.7910691036137396e-05	3.5422574221251834e-05	6.475498672994278e-06	1.784872497633066e-05	2.8260650919348702e-05	3.4348128954535286e-05	3.83880414694899e-05	4.328694174623747e-07	4.017313304434342e-06	1.153118705456697e-05	2.2934560732815975e-05	3.43000979957637e-05	4.5236842502679816e-05	5.354321853148036e-05	3.935335399497608e-05	6.5758556518602995e-18	1.155347680723757e-15	1.0532228232628947e-13	4.9989572429049335e-11	6.428466331629668e-10	3.577619817416824e-08	3.468252785426564e-08	2.9471095050727258e-05	1.806611193709716e-05	2.1227525044488957e-05	4.713101248733088e-07	6.463421327540438e-06	7.262642900941029e-06
4200.0	5.5	7.378622766254529e-14	2.20225648070168e-09	5.183998699507207e-07	5.926918296425778e-06	1.896551110104836e-05	2.9437185036175245e-05	3.705693081075469e-05	6.888284546449545e-06	1.898650862809912e-05	2.9793762745375975e-05	3.597574393650978e-05	4.0047824955845705e-05	5.053287852331337e-07	4.286437795166699e-06	1.2248506268164791e-05	2.4283809435975787e-05	3.590862189019143e-05	4.61530786782889e-05	5.1908489762159524e-05	3.8555053442078995e-05	2.396100089971658e-17	3.6474019693848965e-15	2.777657561822894e-13	9.976829842965825e-11	1.1466723064836532e-09	4.960406836265609e-08	4.7663838524371585e-08	3.1024323589968846e-05	1.9211457965735636e-05	2.2837092355879887e-05	5.479566437152843e-07	6.8708149482068505e-06	7.634593456245031e-06
4300.0	0.0	7.850606544359532e-15	4.423804715402505e-10	1.6731793539090414e-07	4.3921260549775714e-06	1.4288983513461484e-05	1.9993423570088976e-05	2.4901648641514453e-05	5.263919057923153e-06	1.4436134392469308e-05	2.01542429826721e-05	2.4251584907664494e-05	2.5974427228694695e-05	1.592557320989496e-07	2.825013886186545e-06	9.749434461701864e-06	1.7362800155208097e-05	2.403994213501626e-05	3.358671319863755e-05	3.804527138053833e-05	2.8588395625114264e-05	2.919995919337369e-21	6.026868718957386e-19	2.9101288013651584e-14	2.505101195036253e-11	2.163939261949563e-10	1.2265988654098975e-08	1.1816242492997834e-08	2.0749429023971897e-05	1.4566061926078544e-05	1.6438348593802747e-05	1.7725945265499566e-07	5.221247345606267e-06	4.7063844822690894e-06
4300.0	0.5	8.200782354305168e-15	5.20828163852557e-10	2.5580285876605606e-07	5.6045677082484295e-06	1.6996301266553596e-05	2.36412763306121e-05	2.9275789009244438e-05	6.6328839254829135e-06	1.7149450703587425e-05	2.3833013947478067e-05	2.8507311520063302e-05	3.0704092260534156e-05	2.447295535650188e-07	3.7264151820409937e-06	1.177714235269642e-05	2.0555971084757703e-05	2.8302778934201514e-05	3.924741914651158e-05	4.589664023685193e-05	3.401576406714998e-05	6.372230798152443e-21	1.2967091338311601e-18	3.178180614358205e-14	2.4646242444933568e-11	2.3776543136289277e-10	1.6166948337751653e-08	1.5277536268085197e-08	2.4541407668878626e-05	1.7298951683131138e-05	1.9466090338800154e-05	2.701451649678769e-07	6.592797605899964e-06	6.142833428382907e-06
4300.0	1.0	7.253218158897411e-15	5.414240098439709e-10	3.226815808286162e-07	6.271112106666261e-06	1.8708761925611936e-05	2.6026456394080058e-05	3.205991113295294e-05	7.394569402958486e-06	1.8865733430496135e-05	2.6236679430663678e-05	3.122154507618545e-05	3.371104794492662e-05	3.0975489525079094e-07	4.250719216098263e-06	1.2962235970011377e-05	2.261406777527489e-05	3.10276461513126e-05	4.2778021384075665e-05	5.106314378494903e-05	3.744996701462977e-05	1.2385987179365459e-20	2.5086533732653937e-18	2.7979315046507315e-14	2.1099171916541425e-11	2.2594896975770804e-10	1.903205894272997e-08	1.793333267518014e-08	2.7013005523861615e-05	1.9031303179127834e-05	2.1415832128352353e-05	3.412912927531247e-07	7.354009320978647e-06	7.059290326248135e-06
4300.0	1.5	5.0740644010675326e-15	5.102011356365328e-10	3.8626273479109424e-07	6.761653423747813e-06	2.002233939022864e-05	2.7961933506250265e-05	3.430236677060885e-05	7.949521152920353e-06	2.0179901166164482e-05	2.819008718712849e-05	3.340128418984147e-05	3.620057693628751e-05	3.717224885043975e-07	4.671184640056522e-06	1.3813589868135761e-05	2.4239037315348565e-05	3.3235630639242456e-05	4.557004812853688e-05	5.538846517456334e-05	4.024759890119643e-05	2.0350778245696584e-20	4.235041965557271e-18	1.9425750403493938e-14	1.5057356812640154e-11	1.8881645271151804e-10	2.0331803465458928e-08	1.932317373659894e-08	2.902818658256195e-05	2.036132679582081e-05	2.2905352826418623e-05	4.094087960226678e-07	7.910874447732444e-06	7.850523945243223e-06
4300.0	2.0	3.082838949209834e-15	4.690374102722528e-10	4.882856959186739e-07	7.251039483883085e-06	2.050607855497806e-05	2.8767841503721154e-05	3.523556005640702e-05	8.432486244524962e-06	2.0649497931345304e-05	2.901004282362417e-05	3.42914282107237e-05	3.741250845922877e-05	4.7176538925097877e-07	5.159780224431762e-06	1.4221178384567724e-05	2.485750184018346e-05	3.4174130067140254e-05	4.658763901101604e-05	5.771580763918198e-05	4.15526336975618e-05	2.966394402559067e-20	6.407914112021107e-18	1.194685911157719e-14	9.62895088630141e-12	1.4935091750729037e-10	2.3273223665718373e-08	2.1295229846645638e-08	2.9904064708852975e-05	2.0841345629727488e-05	2.327648412785258e-05	5.169554585377365e-07	8.408363928234202e-06	8.690834836404875e-06
4300.0	2.5	3.636369275041209e-15	6.205638485817101e-10	5.743907323244937e-07	7.5536585959452685e-06	2.0725840459622165e-05	2.9293801321624258e-05	3.590663676047388e-05	8.708151502267563e-06	2.085761063443762e-05	2.9548582139792296e-05	3.492835996773491e-05	3.830118519466723e-05	5.584454753413054e-07	5.481029896276247e-06	1.4397525793896786e-05	2.5209269578085707e-05	3.4838407151875224e-05	4.718171400480692e-05	5.907191213183993e-05	4.232163911010363e-05	6.608661729922429e-20	1.340496640572196e-17	1.4496707725624705e-14	1.1227203171017122e-11	1.8097761846716846e-10	3.163225854545013e-08	2.7998273585113335e-08	3.049752860608709e-05	2.1058236978625275e-05	2.345474878814043e-05	6.079354993169533e-07	8.697056453539361e-06	9.261035143922942e-06
4300.0	3.0	2.4164572730939226e-15	5.599235157084949e-10	5.564808063806018e-07	7.490060906055507e-06	2.075702436374634e-05	2.984164300331538e-05	3.6635722783512936e-05	8.622476395039177e-06	2.0887553674728893e-05	3.0116897016324197e-05	3.5626572670290706e-05	3.920701558103187e-05	5.427435652696691e-07	5.469109475230513e-06	1.4305699048673513e-05	2.5468238877705296e-05	3.5574182615768605e-05	4.804424428777154e-05	6.049908124786482e-05	4.319555655971961e-05	1.0373728114460215e-19	2.231276458634057e-17	9.373369910958855e-15	8.28263887852348e-12	1.492582522367156e-10	2.834355562463019e-08	2.5301902803262754e-08	3.1126739508778507e-05	2.1104181510783756e-05	2.3366271684482304e-05	5.910261843587768e-07	8.62108481181024e-06	9.512198948189867e-06
4300.0	3.5	9.389409886762883e-15	8.610328806760529e-10	5.529954891132433e-07	7.539864135494213e-06	2.1074041056828458e-05	3.051989544016163e-05	3.7456554380330435e-05	8.656165237517587e-06	2.1177954603335497e-05	3.081497043759509e-05	3.64233579003661e-05	4.0180487245045904e-05	5.421519945218945e-07	5.530682523764922e-06	1.4385797239349057e-05	2.5937920412082033e-05	3.640321669135484e-05	4.8847210920722045e-05	6.143224307596164e-05	4.376900234864112e-05	5.510926635558067e-19	8.972017849445923e-17	3.759550168562253e-14	2.3091004077940197e-11	3.2858787700622317e-10	3.059053300777623e-08	2.838860172302338e-08	3.187608123136698e-05	2.141035635915374e-05	2.380921880759515e-05	5.879934391214032e-07	8.665118922352481e-06	9.856611560539382e-06
4300.0	4.0	9.707528956643247e-15	9.042050957786446e-10	5.209994443305105e-07	7.379307407731901e-06	2.110327164231391e-05	3.103072158884098e-05	3.818555478182263e-05	8.47448515412019e-06	2.1178676300910523e-05	3.135446102018123e-05	3.712713344037134e-05	4.105432905482002e-05	5.123251419452632e-07	5.4120428875613815e-06	1.4237621715156753e-05	2.6165821618855983e-05	3.713947426052574e-05	4.959719195510139e-05	6.20574195165329e-05	4.4186408216044464e-05	9.6824240090123e-19	1.6621463567183758e-16	3.807628410949343e-14	2.345071459758039e-11	3.51359923090067e-10	2.9710660795373656e-08	2.800514335913648e-08	3.2483434349286695e-05	2.1426067661817306e-05	2.396417201757855e-05	5.54294196636476e-07	8.489925068733481e-06	9.943299897879416e-06
4300.0	4.5	1.3651658913296175e-14	1.0849631069376423e-09	4.961355914211308e-07	7.0216441298937995e-06	2.08947454799053e-05	3.120763409441572e-05	3.857640134512144e-05	8.08663493635633e-06	2.0932164958992137e-05	3.1556703251743115e-05	3.749888053884748e-05	4.1552712279019726e-05	4.880046310193709e-07	5.129245676375415e-06	1.385490741847523e-05	2.6120398714053653e-05	3.75205247435665e-05	4.958028993510133e-05	6.0618956357906856e-05	4.343775458442494e-05	2.1801940233920346e-18	3.9217213520367583e-16	5.303309927767929e-14	3.124881698785237e-11	4.423823049243112e-10	3.1594802422824285e-08	3.027030546856474e-08	3.274419689805457e-05	2.118691698644708e-05	2.4131297265708556e-05	5.272908329236265e-07	8.099054365721333e-06	9.578596766560593e-06
4300.0	5.0	3.76057246887749e-14	1.783372410676337e-09	5.376849997304882e-07	6.689858881726217e-06	2.064986719228544e-05	3.1105730120560766e-05	3.85664591742301e-05	7.735360882899078e-06	2.068654366332767e-05	3.145260466072137e-05	3.748112149725253e-05	4.156814872529463e-05	5.259762593443921e-07	4.866578315567177e-06	1.3492806753390262e-05	2.5977314567265213e-05	3.746176691903758e-05	4.855829606592479e-05	5.732108847467998e-05	4.156182643905057e-05	8.153378053947812e-18	1.2953567933793876e-15	1.449052130213663e-13	6.520096319785842e-11	8.42221928652824e-10	4.46466817051448e-08	4.330300194826127e-08	3.2645550512918966e-05	2.0932276759019858e-05	2.4358567189527458e-05	5.695313769855e-07	7.732033549648723e-06	8.847515007345572e-06
4300.0	5.5	1.0975036569921292e-13	2.9415675513983077e-09	6.366978095612129e-07	7.1150618628907235e-06	2.1940031835037122e-05	3.282895467302509e-05	4.040216450260525e-05	8.2243610115965e-06	2.1974147127414588e-05	3.3182018907592514e-05	3.931049344574829e-05	4.343180486188516e-05	6.22715861910805e-07	5.191141765153981e-06	1.4322840010265916e-05	2.7503507629883872e-05	3.926703562854332e-05	4.95332177842486e-05	5.5729369165423716e-05	4.078987767129825e-05	3.2212469973332985e-17	4.3879799047572186e-15	4.1353924218504374e-13	1.4018187262469067e-10	1.5674566570252872e-09	6.478930480031104e-08	6.170865264689028e-08	3.43948898357841e-05	2.222776309989669e-05	2.6110996982195062e-05	6.723399365882551e-07	8.214098556184945e-06	9.247308733059439e-06
4400.0	0.0	1.8678913909495833e-14	7.193444762410012e-10	2.3950284762503043e-07	5.3756977279228e-06	1.655498715704958e-05	2.2629327091180164e-05	2.7613697226773296e-05	6.399970056952829e-06	1.6705403772310502e-05	2.279412668925529e-05	2.69687364573781e-05	2.8633495315986694e-05	2.2716163731615543e-07	3.500691681285311e-06	1.1533537353316884e-05	1.9831800528954622e-05	2.6732714743802837e-05	3.61264499182405e-05	3.988863196028557e-05	2.9580878944758706e-05	5.393616350079889e-21	9.630571499368918e-19	7.056604769186858e-14	5.183265420462749e-11	3.7843652536410497e-10	1.9974135752781398e-08	1.928686365967494e-08	2.3404367756466682e-05	1.685250570880528e-05	1.8879751139960957e-05	2.522845090269645e-07	6.3546955099649315e-06	5.736623165879712e-06
4400.0	0.5	1.921490184969863e-14	8.809773616180941e-10	3.6402473092546344e-07	6.8479246568886136e-06	1.9624720078011382e-05	2.6644513967311132e-05	3.2376429976842166e-05	8.048881563420868e-06	1.9782818573713446e-05	2.6840755035363686e-05	3.161583364328014e-05	3.372624163422523e-05	3.4735139683037184e-07	4.6026846996937594e-06	1.390911363784771e-05	2.3392179465347526e-05	3.137886604282652e-05	4.218483663592692e-05	4.7924185678235723e-05	3.51423782040477e-05	1.1490598097558453e-20	2.0386811709513788e-18	7.601156526461495e-14	5.1731436994776633e-11	4.2426228483760923e-10	2.8261155478125294e-08	2.6458049141912992e-08	2.7563761849305254e-05	1.994953332320767e-05	2.228054745944926e-05	3.8246627840755383e-07	8.006459194274176e-06	7.42507695777205e-06
4400.0	1.0	1.707817171148705e-14	9.588103143273518e-10	4.544578558693826e-07	7.669270883401885e-06	2.156557547930188e-05	2.9251087046607943e-05	3.538020127753276e-05	8.977114585075944e-06	2.172855716944611e-05	2.946554427782121e-05	3.455389088654953e-05	3.692915333250524e-05	4.3579525745252923e-07	5.2474130956627835e-06	1.530570185186094e-05	2.567688722877717e-05	3.432174900540204e-05	4.591930466863011e-05	5.314701316603429e-05	3.861873485449722e-05	2.1305897563738533e-20	3.8175164147925794e-18	6.766112427320516e-14	4.524395882533006e-11	4.151456447965633e-10	3.544518474432575e-08	3.269910556374395e-08	3.025399661776072e-05	2.1911048136010322e-05	2.447654312357352e-05	4.784260976888276e-07	8.934003596026832e-06	8.507027666873263e-06
4400.0	1.5	1.2185835965012474e-14	9.588098605339464e-10	5.413351629745908e-07	8.29347216777021e-06	2.310309761682826e-05	3.139322989053676e-05	3.782023322354231e-05	9.67766546913963e-06	2.3266779565957588e-05	3.162485945230006e-05	3.693385448622511e-05	3.960112888324136e-05	5.212769725042744e-07	5.776342283251327e-06	1.6344459960828358e-05	2.751977366552038e-05	3.6726960180215224e-05	4.890731001821249e-05	5.754465883732102e-05	4.147447842524106e-05	3.2665807534480115e-20	6.068064093252312e-18	4.8123376533622775e-14	3.297429899338128e-11	3.5959409116020375e-10	4.0444246894898866e-08	3.744293265832715e-08	3.247094214014382e-05	2.3464107311474168e-05	2.6226635925261837e-05	5.711495674720184e-07	9.635883005484415e-06	9.448503464096456e-06
4400.0	2.0	7.271740447679857e-15	9.429399305620175e-10	6.87810169576213e-07	8.899859120891118e-06	2.3770845215332566e-05	3.230638545188457e-05	3.883015904818798e-05	1.0281401813440361e-05	2.3915956966373217e-05	3.2550086654347053e-05	3.789910727838114e-05	4.090264321091858e-05	6.662384866136613e-07	6.385840445794199e-06	1.68714158974935e-05	2.8288670599865345e-05	3.774582005641693e-05	4.9987143176739325e-05	5.9842487247272336e-05	4.2785121213677744e-05	4.368223625017059e-20	8.532846607381052e-18	2.895742220626138e-14	2.1257961495430443e-11	2.937082693558237e-10	4.90021006686867e-08	4.3647239398795116e-08	3.3442023818088475e-05	2.4121079508422302e-05	2.6868455105903664e-05	7.245898711092415e-07	1.0253673202194597e-05	1.0428592354323945e-05
4400.0	2.5	7.615110080051948e-15	1.202024257904513e-09	7.997461769326403e-07	9.229581759931115e-06	2.4033348817945328e-05	3.281937983032231e-05	3.945633076009157e-05	1.0578005049815547e-05	2.4163040832666572e-05	3.3073633187427485e-05	3.848834049857148e-05	4.1768322894931554e-05	7.798061812819702e-07	6.759724117709196e-06	1.703777957404338e-05	2.8658134885539264e-05	3.837011847559951e-05	5.0532950325112443e-05	6.121976867396146e-05	4.354803372074392e-05	8.947312938909871e-20	1.678966628410075e-17	3.111089456488643e-14	2.297162580372801e-11	3.4422656864529594e-10	6.134504230417602e-08	5.354780221031315e-08	3.4013357389028095e-05	2.4376272538014822e-05	2.7137514487752102e-05	8.425690076565059e-07	1.0564525215666798e-05	1.1076009767354137e-05
4400.0	3.0	4.6465170093678946e-15	1.0484677054259763e-09	7.745304047007598e-07	9.18148260639234e-06	2.4278155123804203e-05	3.3490744739645746e-05	4.024021651901688e-05	1.0513767184099391e-05	2.440170313817325e-05	3.376018587932387e-05	3.9240589244114856e-05	4.2737811622700424e-05	7.582037540722042e-07	6.767305192291043e-06	1.700909561183299e-05	2.9095905607118455e-05	3.916767068618867e-05	5.141774302224463e-05	6.266717794684541e-05	4.443597011600757e-05	1.3396988896471498e-19	2.6622298516787708e-17	1.8465274323329515e-14	1.5770501560627863e-11	2.7987001619849025e-10	5.341190194558144e-08	4.660184545986174e-08	3.4741885151998916e-05	2.4632657061516928e-05	2.7382142521734035e-05	8.186621862436512e-07	1.051139226031431e-05	1.1403011486289839e-05
4400.0	3.5	2.3480766724108743e-14	1.6735643520127444e-09	7.73763754792797e-07	9.23847317749314e-06	2.469946945842778e-05	3.416350970203117e-05	4.098168580595791e-05	1.0550810073636199e-05	2.4797813209148942e-05	3.444524267304678e-05	3.9956842176626195e-05	4.364191084656387e-05	7.617452160771971e-07	6.843250599471684e-06	1.7099925503316983e-05	2.962835943818646e-05	3.992308090284298e-05	5.2100770014117395e-05	6.352649091843556e-05	4.498107077626934e-05	9.964884267132776e-19	1.4272523324789122e-16	9.773225310992258e-14	5.237944501097581e-11	6.739376178020619e-10	5.910082858188878e-08	5.2913509360296144e-08	3.545874288256487e-05	2.504566325097805e-05	2.7990171994350526e-05	8.191182226488846e-07	1.0560419416106658e-05	1.1795571459062367e-05
4400.0	4.0	1.8990714956262377e-14	1.4564593653235777e-09	6.957542483955582e-07	8.93587622237733e-06	2.4578942399944476e-05	3.451668967482744e-05	4.148197898969457e-05	1.0211728746559497e-05	2.4655836531531705e-05	3.482219713987498e-05	4.0429471188299616e-05	4.4308614983093506e-05	6.873915921228129e-07	6.61380184451806e-06	1.6763786951223077e-05	2.9703708095532482e-05	4.044810863145894e-05	5.2710978768568935e-05	6.440239469827403e-05	4.553311454199586e-05	1.5005614919382778e-18	2.2547360652773035e-16	7.633293197715837e-14	4.239563815070034e-11	5.883806074335801e-10	4.768718414670373e-08	4.376434856148213e-08	3.5890967226798746e-05	2.4923228176235405e-05	2.7911629581779557e-05	7.376634201825025e-07	1.0232789078640426e-05	1.1864147713986217e-05
4400.0	4.5	2.4595492951693406e-14	1.6618003099758733e-09	6.51783326038026e-07	8.645324099798271e-06	2.453972549990767e-05	3.4844846778361596e-05	4.194757106332872e-05	9.891079843238343e-06	2.4584324374126196e-05	3.517122531799531e-05	4.087140618698073e-05	4.490702174136168e-05	6.446654107079093e-07	6.383176892620732e-06	1.647684417662593e-05	2.9817185374449578e-05	4.092666082347533e-05	5.308367092989998e-05	6.469226126706214e-05	4.565993323640468e-05	3.209548613721925e-18	5.096527072721954e-16	9.689346683606972e-14	5.208301047714472e-11	7.087402785639032e-10	4.8825967264399365e-08	4.560571830401085e-08	3.628489327822889e-05	2.4866013916062342e-05	2.8130849038770313e-05	6.912379450337876e-07	9.916828295592799e-06	1.1788329993675277e-05
4400.0	5.0	5.507943699993655e-14	2.405178568622319e-09	6.684398353876641e-07	8.152719820474174e-06	2.4105265946942752e-05	3.486324690966229e-05	4.220255636099196e-05	9.371072829585223e-06	2.4145565334789168e-05	3.520400453783402e-05	4.111255801091821e-05	4.5224705238557764e-05	6.576836670562972e-07	5.98714557919436e-06	1.594892694786672e-05	2.9617391503014972e-05	4.112821531342698e-05	5.230475751208578e-05	6.1118520113153e-05	4.379210108567665e-05	1.0498665046030778e-17	1.5474123249911003e-15	2.1662088395797826e-13	9.13738457253632e-11	1.1580472880624771e-09	5.951446578623409e-08	5.66179247215338e-08	3.63654534319048e-05	2.442327656764126e-05	2.8132996167064176e-05	7.071724729701418e-07	9.380197165634817e-06	1.0889322096480977e-05
4400.0	5.5	1.6619939725595117e-13	3.968001577969481e-09	7.82582046067973e-07	8.564399424761695e-06	2.5352762037486678e-05	3.660429301115269e-05	4.4076098955393375e-05	9.84347220023161e-06	2.539530556867106e-05	3.695320129628784e-05	4.297900539598254e-05	4.713547937676282e-05	7.68515707249415e-07	6.305407809469385e-06	1.675620197588896e-05	3.113123587477969e-05	4.2968957529615005e-05	5.325364065830576e-05	5.9757160644079525e-05	4.311927545223995e-05	4.2836286586354784e-17	5.352489858507323e-15	6.378178340179079e-13	2.0505809012771977e-10	2.1920457735646903e-09	8.525919931450794e-08	8.074386704669137e-08	3.814070294576515e-05	2.5680561606871184e-05	2.983305423819765e-05	8.254676941159686e-07	9.844738364034818e-06	1.1243766575142386e-05
4500.0	0.0	4.7057299486555545e-14	1.1673322222807341e-09	3.403094298240167e-07	6.506306474722644e-06	1.9035161965993667e-05	2.5504833909363893e-05	3.0504431580273517e-05	7.695877736832056e-06	1.9185421621802108e-05	2.5673901277752377e-05	2.9868693185710288e-05	3.149482984564956e-05	3.2148603970199436e-07	4.294914269322364e-06	1.3511496819731996e-05	2.252439132482167e-05	2.9619535850805645e-05	3.8693616722807667e-05	4.170948837887507e-05	3.0532737841239257e-05	1.2128339720587832e-20	1.8051392095934796e-18	1.8143161379250698e-13	1.082606486915234e-10	6.66974740813378e-10	3.1742460061369994e-08	3.118451601046114e-08	2.6298050355946434e-05	1.935119762103961e-05	2.153821056265613e-05	3.5659649823142545e-07	7.649275831369993e-06	6.944936314250256e-06
4500.0	0.5	4.778755981304911e-14	1.4796212422010425e-09	5.133751169714865e-07	8.259800216323412e-06	2.2475562854889183e-05	2.987777269582794e-05	3.563963731180593e-05	9.646218572723296e-06	2.2634982907865092e-05	3.0077879749694518e-05	3.489281391628946e-05	3.692342272918769e-05	4.880925596135712e-07	5.620552566135022e-06	1.62518734382633e-05	2.6451750720102844e-05	3.4632331468884434e-05	4.513077704311857e-05	4.9911702845268656e-05	3.6220154697588455e-05	2.5186714738725767e-20	3.765470942600344e-18	1.9287149635387487e-13	1.1089235518627417e-10	7.619038122542085e-10	4.7646260204344765e-08	4.5097662463202365e-08	3.081248320787289e-05	2.2820474865839398e-05	2.5310722367217007e-05	5.369129069127438e-07	9.602269338391138e-06	8.900332997886284e-06
4500.0	1.0	4.324238033225851e-14	1.682815248837445e-09	6.352000820420506e-07	9.268508041049458e-06	2.4682651025666307e-05	3.274913785742091e-05	3.891732514714156e-05	1.0775324860631828e-05	2.4848435391706216e-05	3.296741812918539e-05	3.810938278451157e-05	4.037111934837449e-05	6.075571289039311e-07	6.410492185261911e-06	1.7902966235240167e-05	2.9003835539659244e-05	3.7845072427615915e-05	4.913665253500492e-05	5.526392057299211e-05	3.9797120249571346e-05	4.480095342450712e-20	6.84135318664611e-18	1.7585966226863528e-13	1.0060115582147403e-10	7.731475129335686e-10	6.295824614186978e-08	5.8242990034434494e-08	3.376656882702357e-05	2.504983900704539e-05	2.7781563714357173e-05	6.658892236660562e-07	1.0730433725047418e-05	1.017210823981364e-05
