Teff	logg	GALEX_GALEX.FUV	GALEX_GALEX.NUV	SLOAN_SDSS.u	SLOAN_SDSS.g	SLOAN_SDSS.r	SLOAN_SDSS.i	SLOAN_SDSS.z	PAN-STARRS_PS1.g	PAN-STARRS_PS1.r	PAN-STARRS_PS1.i	PAN-STARRS_PS1.z	PAN-STARRS_PS1.y	Generic_Johnson.U	Generic_Johnson.B	Generic_Johnson.V	Generic_Johnson.R	Generic_Johnson.I	2MASS_2MASS.J	2MASS_2MASS.H	2MASS_2MASS.Ks	IUE_IUE.1250-1300	IUE_IUE.1450-1500	IUE_IUE.1675-1725	IUE_IUE.2150-2200	IUE_IUE.2395-2445	IUE_IUE.2900-2950	IUE_IUE.2900-3000	INT_IPHAS.gI	INT_IPHAS.gR	INT_IPHAS.Ha	INT_WFC.RGO_u	INT_WFC.Gunn_g	INT_WFC.HeII	
20000.0	3.7	0.003551508930413519	0.0029925602914381657	0.002454884198337496	0.0024391428094067713	0.0016333124843345025	0.0012141141713223659	0.0009795789947364103	0.0023409750785203976	0.0016285456593195192	0.0012022299007756194	0.0010250084034959153	0.0008619373029454802	0.0024500139465018812	0.002648826849152852	0.0019353302534241886	0.0014142696491017822	0.001010649495906922	0.0005605982340731159	0.0003421312165873947	0.00020730174279183248	0.003690098525507807	0.0035951459655704145	0.0034353249616547636	0.0030662782823262977	0.0028867391649611863	0.0025600896910914542	0.0025463562804174007	0.0011711523641596932	0.001619822905763637	0.0014613821723189436	0.0024923265928921386	0.0023386495812054405	0.002420943478040625
20000.0	4.0	0.0035299383932259616	0.002941046092546327	0.0024146163107299657	0.0024297772433703605	0.0016244093309919505	0.0012074056441997705	0.0009753722638425327	0.00233141489956798	0.0016196658960945154	0.001195572859428393	0.0010206312326047117	0.00085816444632014	0.00241037776608507	0.002639759686747423	0.0019254905104719084	0.0014065479777708575	0.0010058553832265516	0.0005580613563323146	0.00034068500059424803	0.0002064825490848616	0.0037203098135398177	0.003579351447926274	0.0033949130737469767	0.0030132537432839596	0.002834818098914378	0.002513652102158933	0.0025002626747347716	0.0011649370227633455	0.0016109874759469903	0.0014528702735205068	0.002454004138439515	0.002329050630544421	0.002411119859517259
20000.0	4.7	0.0035184059345404837	0.0028789279466889285	0.0023462634068936706	0.002417570109375591	0.0016127535579343775	0.0011986878474437596	0.0009700192444178087	0.002319096955408588	0.001608033183745177	0.0011869182237907753	0.0010150372891304243	0.0008534212711755405	0.0023457793136919193	0.0026268657703572185	0.0019125765394966692	0.0013964726823366112	0.0009997049337944458	0.0005549538729439416	0.0003389749339780769	0.0002055588397938556	0.0037906669230771675	0.003576698821270803	0.0033539960808914534	0.002949953429021398	0.0027712766810854155	0.0024534376545006197	0.002440465194106792	0.001156870214907997	0.0015994172253635517	0.0014416785601146546	0.002388637710249856	0.002316734254048404	0.00239834174861281
20000.0	5.0	0.0035279798738245467	0.002869617045227649	0.0023244481549316025	0.002414621456011315	0.0016106779686621004	0.001197302592386289	0.00096933000199253	0.002316404331730762	0.001605996008043499	0.0011855456065404646	0.0010143119022120602	0.0008528179115519836	0.002326181929853351	0.002622987648427574	0.0019102700088433294	0.0013947741159788564	0.000998844989837424	0.0005545678268496011	0.00033878935522966273	0.00020548089650471803	0.0038259911633210103	0.003589136504267064	0.0033541109600946275	0.002940806888323956	0.0027609137330170583	0.0024418183823868315	0.0024288845079705134	0.0011556285348681525	0.0015973597395542757	0.001439912539125143	0.002367430062511163	0.0023139408501156827	0.002395799321452075
20000.0	5.7	0.0035775096360815798	0.0028773230472605425	0.002288264708007173	0.002419715561853676	0.0016134647587425666	0.0011992470285290384	0.0009712173396364204	0.0023218338054929264	0.0016087453393222083	0.0011874507527276465	0.0010162838589689764	0.0008544481600124568	0.0022962855331884616	0.0026247775739038064	0.001913898029011858	0.001397128068636745	0.0010006370696324578	0.0005556028249188061	0.00033945204600543374	0.00020589978607163465	0.003922380547544489	0.00364450664180445	0.0033849824078359078	0.002949891796082657	0.002765378441438388	0.00243976813964556	0.0024267543064889424	0.0011575364444564834	0.0016001103736440901	0.0014421514942979368	0.002331610309927936	0.002319561669239894	0.002401920310264163
20000.0	6.0	0.0036092154751621616	0.0028898326333320974	0.00227710540996061	0.0024231961984628974	0.001616529962963917	0.0012015664476212147	0.0009731494509529647	0.00232584776725668	0.0016118324619035962	0.0011897452298979406	0.0010183146012790916	0.0008560951856641609	0.0022878797017395493	0.0026258459013522284	0.001917633116848427	0.0013998169936125819	0.00100259387137616	0.0005566193477507694	0.0003400532474789673	0.00020625188284156392	0.003972636609844592	0.0036786411319817873	0.00340886446741978	0.0029632879852328343	0.0027760827844801176	0.002446408561651612	0.0024332949253065422	0.0011597809041689322	0.0016031507417791431	0.0014451667144871518	0.0023197714446555593	0.002323605328871698	0.0024063593578487657
20000.0	6.7	0.0037062300090072767	0.002938028652176146	0.0022636032938354042	0.0024409503142354496	0.0016297044990664872	0.0012107100398843376	0.0009803038150036326	0.0023450208125164805	0.0016249209634319375	0.001198767711053473	0.0010258515898781222	0.0008621336170589964	0.002280581500784497	0.0026354230124694023	0.0019337280676853831	0.0014108828844523126	0.0010099477999178956	0.0005602913048639004	0.00034217055018961266	0.0002074430357084187	0.004113256521022285	0.003781768697102056	0.003486876601263738	0.0030141570596669753	0.0028190617231591843	0.0024776233160495767	0.0024641465432178457	0.0011684947573614535	0.0016161868125426442	0.0014567339003001588	0.0023031240593983397	0.0023435179271714974	0.002427895875619173
20000.0	7.0	0.0037584547229761547	0.00296593855449044	0.0022623338793012343	0.0024490992505905684	0.001636781536156046	0.0012157595015703136	0.0009843057233334049	0.0023544070158369713	0.0016320041994689828	0.001203759366373655	0.0010300778950022521	0.000865474844888637	0.0022815324676473156	0.0026383321326176345	0.0019424481113070697	0.0014169048294021317	0.0010140541791903415	0.000562288467009189	0.00034331017033004726	0.00020807145017672423	0.004186400509382285	0.003836983196881758	0.003529807293718998	0.003043418291806919	0.002844320976806828	0.0024966201782030692	0.002482927613983568	0.0011733349630045535	0.0016231933566915626	0.0014632930170354773	0.0022994509836987793	0.002353320955482052	0.0024386321568889966
20000.0	7.7	0.003909736890987828	0.003050278612467169	0.002274009696594338	0.0024747345687879145	0.001659204397217016	0.0012309902942060844	0.0009961444893285985	0.0023841148871440315	0.001654291662329992	0.0012187896134127287	0.0010425967234245553	0.0008753214600443951	0.002297141398803955	0.0026470015637348595	0.00196992707072947	0.0014355674978358548	0.0010262277635994166	0.0005681075380333778	0.00034668408786520653	0.00020990174311512962	0.004394717917310557	0.003996482828186352	0.003655872917521486	0.0031316627351351957	0.002920858033644623	0.002555119214249072	0.002540779077260392	0.001187838739280256	0.0016453695786056717	0.0014829395066886396	0.002303631896107219	0.002385157065133238	0.0024741151348590075
20000.0	8.0	0.003987446349405523	0.0030931282616331423	0.002284045465831735	0.002485357300646306	0.0016699449467449188	0.0012384481240121968	0.0010020097008013988	0.002397386002768555	0.00166502275203546	0.0012261540925697823	0.0010488068274036178	0.0008801829914513883	0.002308198688677609	0.0026477669114901396	0.0019833869724634762	0.0014446057514583604	0.0010322393600460014	0.0005709372351725504	0.00034827958254510515	0.00021080850842969035	0.0045021738527554235	0.004078323591093975	0.0037203371348812258	0.0031766106229594187	0.0029596662749271385	0.002584693835414799	0.002570007389920123	0.001194966931090119	0.0016559991089571064	0.0014927050480006677	0.002309641406065829	0.002399792907255193	0.0024907505629842373
